timestamp,bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,bytes_per_packet,packets_per_second
2025-11-27T23:17:30,3270,7,0.970672,443,46006,0.0,TCP,467.14285714285717,7.211498837918473
2025-11-27T23:17:30,3995,5,0.731799,46006,443,0.0,TLS,799.0,6.8324772239371745
2025-11-27T23:17:30,2546,5,0.488195,443,46006,0.0,TLS,509.2,10.241809113161748
2025-11-27T23:17:30,66,1,1.0,46008,443,0.0,TCP,66.0,1.0
2025-11-27T23:17:30,280,2,3.910841,45577,9993,0.0,DATA,140.0,0.5113989548539559
2025-11-27T23:17:30,280,2,3.91089,25190,9993,0.0,DATA,140.0,0.5113925474764056
2025-11-27T23:17:30,280,2,3.910745,9993,31705,0.0,DATA,140.0,0.5114115085488826
2025-11-27T23:17:30,280,2,3.910802,25190,31705,0.0,DATA,140.0,0.5114040547181883
2025-11-27T23:17:30,280,2,3.910599,9993,35904,0.0,DATA,140.0,0.5114306018080607
2025-11-27T23:17:30,280,2,3.910636,45577,35904,0.0,DATA,140.0,0.5114257629705246
2025-11-27T23:17:30,179,1,1.0,45577,4111,0.0,DATA,179.0,1.0
2025-11-27T23:17:30,179,1,1.0,25190,4111,0.0,DATA,179.0,1.0
2025-11-27T23:17:30,179,1,1.0,25190,4856,0.0,DATA,179.0,1.0
2025-11-27T23:17:30,179,1,1.0,45577,4112,0.0,DATA,179.0,1.0
2025-11-27T23:17:30,171,1,1.0,9993,9993,0.0,DATA,171.0,1.0
2025-11-27T23:17:30,171,1,1.0,9993,9993,0.0,DATA,171.0,1.0
2025-11-27T23:17:30,151,1,1.0,9993,9993,0.0,DATA,151.0,1.0
2025-11-27T23:17:30,280,2,3.908945,9993,45577,0.0,DATA,140.0,0.5116470044986563
2025-11-27T23:17:30,280,2,3.908945,9993,25190,0.0,DATA,140.0,0.5116470044986563
2025-11-27T23:17:30,280,2,3.908945,35904,9993,0.0,DATA,140.0,0.5116470044986563
2025-11-27T23:17:30,280,2,3.908945,35904,45577,0.0,DATA,140.0,0.5116470044986563
2025-11-27T23:17:30,280,2,3.908945,31705,9993,0.0,DATA,140.0,0.5116470044986563
2025-11-27T23:17:30,280,2,3.908945,31705,25190,0.0,DATA,140.0,0.5116470044986563
2025-11-27T23:17:30,101,1,1.0,4111,45577,0.0,DATA,101.0,1.0
2025-11-27T23:17:30,101,1,1.0,4111,25190,0.0,DATA,101.0,1.0
2025-11-27T23:17:30,101,1,1.0,4856,25190,0.0,DATA,101.0,1.0
2025-11-27T23:17:30,101,1,1.0,4112,45577,0.0,DATA,101.0,1.0
2025-11-27T23:17:30,99,1,1.0,65005,53,0.0,DNS,99.0,1.0
2025-11-27T23:17:30,99,1,1.0,58010,53,0.0,DNS,99.0,1.0
2025-11-27T23:17:30,99,1,1.0,56933,53,0.0,DNS,99.0,1.0
2025-11-27T23:17:30,115,1,1.0,53,56933,0.0,DNS,115.0,1.0
2025-11-27T23:17:30,173,1,1.0,53,65005,0.0,DNS,173.0,1.0
2025-11-27T23:17:30,173,1,1.0,53,58010,0.0,DNS,173.0,1.0
2025-11-27T23:17:30,198,3,3.015191,41255,443,0.0,TCP,66.0,0.9949618448715188
2025-11-27T23:17:30,66,1,1.0,41256,443,0.0,TCP,66.0,1.0
2025-11-27T23:17:30,55,1,1.0,12856,443,0.0,TLS,55.0,1.0
2025-11-27T23:17:30,198,3,3.010849,49759,443,0.0,TCP,66.0,0.9963966974099332
2025-11-27T23:17:30,66,1,1.0,49760,443,0.0,TCP,66.0,1.0
2025-11-27T23:17:30,66,1,1.0,443,12856,0.0,TCP,66.0,1.0
2025-11-27T23:17:30,198,3,3.014147,49761,4090,0.0,TCP,66.0,0.9953064664729359
2025-11-27T23:17:30,258,3,3.020811,49764,443,0.0,TCP,86.0,0.9931107904466714
2025-11-27T23:17:30,198,3,3.025107,49766,443,0.0,TCP,66.0,0.9917004588598023
2025-11-27T23:17:30,198,3,3.009419,49769,443,0.0,TCP,66.0,0.996870159987692
2025-11-27T23:17:30,75,1,1.0,59235,443,0.0,TLS,75.0,1.0
